song_name;name_artists;popularity;explicit;song_type;num_artists;num_available_markets;release_date;duration_ms;key;mode;time_signature;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;valence;tempo
What's She Got - Club Mix;['Liquid Gold'];5;False;Solo;1;79;2010-12-06;423322;11;0;4;0.548;0.898;0.498;0.00907;0.376;-13.308;0.0818;0.746;120.684
Holiday Road - Live;['Lindsey Buckingham'];46;False;Solo;1;78;2008-03-24;191093;5;1;4;0.415;0.519;0.883;0.000105;0.965;-5.865;0.132;0.928;93.039
Salt in My Tears (Re-Recorded) [Remastered];['Martin Briley'];3;False;Solo;1;79;2012-01-17;241690;9;1;4;0.00318;0.624;0.834;1.14e-06;0.0866;-6.337;0.0492;0.843;121.159
Metro;['Berlin'];16;False;Solo;1;79;2007-11-20;259200;4;0;4;0.000545;0.415;0.942;0.000281;0.076;-8.558;0.0329;0.921;169.199
Solid Rock - Remastered Version;['Goanna'];53;False;Solo;1;78;2003-01-01;275227;9;0;4;0.00699;0.552;0.741;0.00133;0.0317;-7.388;0.0476;0.508;148.996
Love Is The Key - Edit/Remastered;['Maze', 'Frankie Beverly'];31;False;Collaboration;2;79;2011-01-01;241480;9;0;4;0.251;0.808;0.851;5.23e-06;0.624;-5.549;0.0514;0.914;124.242
Come On Eileen (Made Famous by Dexy's Midnight Runners);['Lullabye Baby Ensemble'];5;False;Solo;1;79;2010-05-01;226640;0;1;4;0.863;0.654;0.134;0.934;0.0673;-22.373;0.074;0.371;159.966
We've Got Tonight (Originally Performed by Kenny Rogers and Sheena Easton);['The Romance Bugs'];0;False;Solo;1;79;2014-03-31;280333;11;1;4;0.945;0.525;0.272;0.841;0.0999;-10.4;0.0281;0.246;65.02
Wind Beneath My Wings - Single Version;['Lou Rawls'];16;False;Solo;1;78;2014-05-02;232827;5;1;4;0.153;0.624;0.696;1.34e-05;0.0891;-8.684;0.0418;0.564;112.028
Sex (I'm A);['Berlin'];23;False;Solo;1;79;2004-01-01;313800;2;1;4;0.00071;0.622;0.692;0.00505;0.0743;-9.988;0.04;0.758;139.221
The Girl Is Mine (with Paul McCartney);['Michael Jackson', 'Paul McCartney'];46;False;Collaboration;2;77;1995-06-16;221600;9;1;4;0.383;0.454;0.664;3.04e-06;0.246;-6.557;0.0841;0.696;79.88
Love In Store - 2018 Remaster;['Fleetwood Mac'];37;False;Solo;1;78;2018-11-16;194440;0;1;4;0.111;0.69;0.578;0.000996;0.103;-8.471;0.0277;0.415;124.493
"Up Where We Belong - From ""An Officer And A Gentleman""";['Joe Cocker', 'Jennifer Warnes'];68;False;Collaboration;2;79;2000-06-06;232573;2;1;4;0.614;0.632;0.305;2.01e-05;0.0713;-11.842;0.0326;0.238;139.935
"Theme from the TV Series ""Dynasty"" (Bill Conti)";['Mark Northam'];3;False;Solo;1;79;2010-11-13;135290;10;1;4;0.992;0.358;0.127;0.919;0.176;-18.141;0.0303;0.26;103.191
Talk;['Khalid'];85;False;Solo;1;79;2019-04-05;197573;0;1;4;0.051;0.901;0.4;0.0;0.0599;-8.575;0.126;0.346;135.984
Never Been in Love (Karaoke Version) - Originally Performed By Randy Meisner;['Albert 2 Stone'];0;False;Solo;1;78;2014-03-29;206387;0;1;4;0.137;0.777;0.76;0.847;0.0941;-8.978;0.0358;0.344;111.005
Planet Rock - Rerecorded;['Afrika Bambaataa & The Soulsonic Force', 'The Soul Sonic Force'];16;False;Collaboration;2;79;2008-10-27;454573;7;1;4;0.0497;0.855;0.927;0.0;0.0923;-5.782;0.164;0.635;126.482
Hot Fun In The Summertime - Remastered;['Dayton'];7;False;Solo;1;78;2010-01-01;323853;8;1;4;0.245;0.74;0.641;0.00235;0.0788;-6.87;0.0708;0.897;100.252
Love Plus One - (Tribute to Haircut One Hundred);['Studio Allstars'];0;False;Solo;1;79;2008-01-01;220080;0;1;4;0.0021;0.692;0.361;0.0136;0.0914;-14.754;0.0445;0.941;136.465
Enough Is Enough - Remastered;['April Wine'];26;False;Solo;1;77;2002-01-01;245600;0;1;4;0.377;0.57;0.931;0.000849;0.0649;-4.481;0.0569;0.731;138.879
To Dream the Dream - Live;['Frankie Miller'];0;False;Solo;1;79;2015-05-01;267440;0;1;4;0.0852;0.505;0.644;0.000189;0.253;-5.364;0.0338;0.549;113.105
What Do All the People Know? (Complete Song and Extra Lyrics - From Original Monroes of the 80's);['The Monroes'];37;False;Solo;1;79;2013-07-01;259919;4;1;4;0.0151;0.644;0.935;0.0;0.266;-5.174;0.12;0.913;141.201
Magnum PI;['Dominik Hauser'];8;False;Solo;1;78;2012-01-13;59659;7;1;4;0.468;0.71;0.46;0.42;0.149;-10.022;0.0478;0.683;131.951
Stars on 45 III: In Tribute to Stevie Wonder (Karaoke Version) - Originally Performed By Stars On 45;['Albert 2 Stone'];0;False;Solo;1;79;2014-03-20;474105;1;1;4;0.0228;0.502;0.563;0.806;0.0453;-8.366;0.0449;0.672;125.99
Never Thought I'd Fall In Love (Single Version);['The Spinners'];4;False;Solo;1;76;2019-04-26;236427;6;1;4;0.288;0.658;0.5;6.39e-06;0.555;-13.967;0.0582;0.44;103.297
Perhaps Love (Made Famous by John Denver & Placido Domingo);['Rocky Mountain Players'];6;False;Solo;1;79;2010-05-01;175973;9;1;3;0.803;0.457;0.455;0.0;0.101;-5.351;0.0349;0.407;80.174
"Walking Into Sunshine - Original Larry Levan 12"" Mix";['Central Line'];38;False;Solo;1;76;2015-07-01;473043;9;0;4;0.0165;0.888;0.56;0.0409;0.0295;-7.614;0.097;0.817;112.235
Beach Boys Medley: Surfin' Safari / Barbara Ann / I Get Around / Good Vibrations / Surfer Girl;['The Madison Project'];6;False;Solo;1;79;2008-04-20;210840;2;1;5;0.721;0.372;0.434;0.0;0.258;-6.568;0.0322;0.584;123.808
Heavy Metal (Takin' a Ride) (Originally Performed By Don Felder) - Karaoke Version;['Midifine Systems'];35;False;Solo;1;79;2015-02-27;296472;4;0;4;0.0012;0.755;0.264;0.0783;0.121;-9.545;0.0368;0.671;111.598
Back to the 60's (Originally Performed By Tight Fit) [Karaoke Version];['Paris Music'];0;False;Solo;1;79;2013-01-01;570006;9;1;4;0.00343;0.78;0.632;0.0363;0.0572;-6.298;0.0478;0.839;128.013
Chloe (Made Famous By Elton John);['Toners'];0;False;Solo;1;79;2013-05-10;282213;0;0;4;0.795;0.476;0.231;0.202;0.111;-14.521;0.0303;0.1;142.433
Sweet Baby - Live;"['The Stanley Clarke - George Duke Band', 'Leon ""Ndugu"" Chancler']";0;False;Collaboration;2;77;2008-08-01;458973;4;1;4;0.868;0.303;0.726;0.0988;0.886;-9.796;0.0634;0.25;143.969
Just the Two of Us (Karaoke Version With Background Vocals) - Originally Performed By Grover Washington Jr. & Bill Withers;['A-Type Player'];0;False;Solo;1;78;2013-08-02;230688;1;1;4;0.543;0.701;0.438;0.687;0.076;-13.315;0.0293;0.493;94.972
I Missed Again - 2015 Remaster;['Phil Collins'];47;False;Solo;1;78;2016-10-14;224107;9;0;4;0.0301;0.777;0.802;7.66e-05;0.079;-6.849;0.0289;0.775;106.232
Paradise (Never Change);['Jack & Jack'];42;False;Solo;1;79;2014-04-09;218997;8;1;4;0.653;0.707;0.683;0.0;0.112;-5.388;0.0368;0.629;96.008
Guilty (One In A Million);['Barbra Streisand & Barry Gibb'];18;False;Solo;1;38;1999-10-11;262560;0;1;4;0.499;0.647;0.59;1.16e-06;0.0929;-9.328;0.0356;0.935;150.295
Full of Fire - Extended Mix;['Shalamar'];25;False;Solo;1;71;2014-01-01;377680;5;0;4;0.407;0.771;0.766;4.32e-06;0.282;-7.141;0.0811;0.91;119.137
Dreamer - Single Version;['The Association'];4;False;Solo;1;78;2006-04-11;213333;2;1;4;0.683;0.566;0.523;0.00036;0.165;-10.248;0.0241;0.694;90.997
My Mother's Eyes - Live;['Bette Midler'];0;False;Solo;1;73;2018-06-27;147680;9;1;4;0.938;0.292;0.125;0.00373;0.935;-20.777;0.0396;0.212;67.476
Wynken, Blynken and Nod - 2006 Remaster;['The Doobie Brothers'];28;False;Solo;1;78;2007-02-06;200320;2;0;4;0.882;0.549;0.472;0.00117;0.0934;-12.856;0.0345;0.677;85.632
Teacher Teacher - Live;['Rockpile'];16;False;Solo;1;79;2011-08-22;162480;7;1;4;0.074;0.45;0.783;0.05;0.57;-8.501;0.0367;0.81;155.498
"I'm Alright - Theme from ""Caddyshack""";['Kenny Loggins'];55;False;Solo;1;79;1997-03-25;226373;7;1;4;0.128;0.554;0.833;1.75e-06;0.3;-7.562;0.0459;0.95;162.854
"Boogie Wonderland (with The Emotions) - 12"" Version";['Earth, Wind & Fire', 'The Emotions'];48;False;Collaboration;2;74;2015-07-17;495827;2;0;4;0.0489;0.753;0.913;0.228;0.0419;-5.882;0.0294;0.968;132.008
Feel That You're Feelin' - Edit/Remastered;['Maze', 'Frankie Beverly'];33;False;Collaboration;2;79;2011-01-01;250560;4;0;4;0.311;0.644;0.691;2.33e-05;0.152;-6.572;0.032;0.824;89.356
"Through the Eyes of Love (Theme from the Motion Picture ""Ice Castles"")";['Melissa Manchester'];45;False;Solo;1;70;1997-05-20;253800;10;1;4;0.775;0.357;0.23;1.23e-05;0.104;-16.378;0.0303;0.21;142.689
Livin' It Up (Friday Night) - Karaoke Version;['BT Band'];3;False;Solo;1;79;2015-08-25;210046;11;0;4;0.0504;0.795;0.364;0.829;0.0611;-17.939;0.0355;0.827;118.262
How Could This Go Wrong (Karaoke Version) - Originally Performed By Exile;['La-Le-Lu'];0;False;Solo;1;78;2013-07-19;295579;9;0;4;0.127;0.665;0.572;0.815;0.0799;-8.607;0.0273;0.78;131.975
Can You Read My Mind (Karaoke Version) [Originally Performed By Maureen Mcgovern];['Anna Gramm'];0;False;Solo;1;79;2015-11-12;207259;10;1;4;0.926;0.346;0.211;0.75;0.186;-14.457;0.0278;0.0696;73.763
Just One Look - Live at Television Center Studios, Hollywood, CA 4/24/1980;['Linda Ronstadt'];26;False;Solo;1;78;2019-02-01;196573;5;1;4;0.0386;0.666;0.754;1.92e-06;0.903;-9.17;0.0413;0.852;108.464
"Whole Lotta Love (From ""It Might Get Loud"")";['Soundtrack Wonder Band'];0;False;Solo;1;77;2018-02-02;348006;9;1;4;0.172;0.278;0.84;0.0236;0.151;-7.982;0.137;0.438;88.626
You Don't Bring Me Flowers (Barbra Streisand & Neil Diamond Vocal);['Jimmy James'];3;False;Solo;1;79;2011-02-07;175027;0;1;4;0.907;0.255;0.36;0.00118;0.724;-14.548;0.0764;0.369;85.495
You Thrill Me (Karaoke Version) - Originally Performed By Exile;['Albert 2 Stone'];0;False;Solo;1;78;2014-05-14;240966;11;1;4;0.13;0.694;0.765;0.577;0.0834;-8.645;0.0426;0.804;117.973
Here Comes The Night - Remastered;['Nick Gilder'];19;False;Solo;1;77;2012-01-01;184827;0;1;4;0.325;0.867;0.413;3.47e-05;0.147;-12.769;0.0982;0.697;96.6
Summer Nights (Karaoke Version) - Originally Performed By John Travolta, Olivia Newton-John & Cast;['Music Factory'];8;False;Solo;1;79;2013-07-03;219521;2;1;4;0.422;0.614;0.39;0.747;0.0797;-15.679;0.116;0.427;122.943
Get Back - Remastered 2015;['The Beatles', 'Billy Preston'];55;False;Collaboration;2;79;2000-11-13;191773;7;1;4;0.186;0.703;0.636;0.0256;0.0959;-7.579;0.0376;0.218;122.921
Ease On Down the Road (Karaoke Version) [Originally Performed By Michael Jackson and Diana Ross];['Ameritz Entertainment'];0;False;Solo;1;79;2013-12-12;176011;8;1;4;0.0254;0.752;0.874;0.901;0.0561;-8.036;0.0306;0.979;124.87
IF MY FRIENDS COULD SEE ME NOW - The Club Remix;['Linda Clifford'];0;False;Solo;1;79;2011-10-18;421790;7;1;4;0.0286;0.742;0.716;0.00561;0.0829;-7.468;0.0497;0.579;121.024
Peggy Sue - Remastered;['The Beach Boys'];2;False;Solo;1;77;2000-01-01;135533;2;1;4;0.263;0.644;0.783;0.0;0.0982;-7.192;0.0296;0.96;126.554
My Angel Baby (Re Record);['Toby Beau'];21;False;Solo;1;79;2016-05-27;209783;11;0;3;0.424;0.34;0.344;2.97e-06;0.0664;-9.093;0.0294;0.314;206.414
Stay - Remastered;['Jackson Browne'];28;False;Solo;1;78;2019-06-21;204464;7;1;4;0.0974;0.603;0.765;0.296;0.11;-8.265;0.0275;0.72;107.068
If You Wanna Do a Dance (Single Version);['The Spinners'];17;False;Solo;1;77;2018-05-05;222907;7;1;4;0.47;0.696;0.729;0.017;0.065;-7.852;0.0345;0.879;91.245
Fm (No Static At All) [Karaoke Version] - Originally Performed By Steely Dan;['Dohn Joe'];0;False;Solo;1;77;2014-02-07;287086;11;0;4;0.156;0.656;0.508;0.729;0.234;-10.055;0.0259;0.703;113.008
The Closer I Get to You (with Donny Hathaway);['Roberta Flack', 'Donny Hathaway'];19;False;Collaboration;2;76;2013-11-05;280829;9;1;4;0.719;0.491;0.317;2.71e-06;0.0403;-13.762;0.03;0.203;121.365
We'll Never Have to Say Goodbye Again - Single Version;['England Dan', 'John Ford Coley'];38;False;Collaboration;2;78;2005-09-20;172240;4;1;4;0.0433;0.516;0.344;0.0;0.0634;-14.353;0.0296;0.605;112.224
"The House of the Rising Sun / Quasimodo Suite - 12"" Mix";['Santa Esmeralda', 'Leroy Gomez'];30;False;Collaboration;2;79;2013-03-05;901000;2;1;4;0.00178;0.647;0.794;0.0202;0.285;-7.584;0.0611;0.863;119.99
Cocomotion - Single Version;['El Coco'];23;False;Solo;1;79;1998-09-02;314333;11;0;4;0.0218;0.79;0.49;0.335;0.337;-13.146;0.0501;0.818;128.59
Swingtown - Alternate Version;['Steve Miller Band'];26;False;Solo;1;79;2019-08-23;205707;9;1;4;0.224;0.459;0.764;0.000544;0.244;-6.662;0.0354;0.439;124.557
A Place in the Sun (featuring Katrina);['Pablo Cruise'];7;False;Solo;1;79;2011-11-08;199440;5;1;4;0.164;0.736;0.634;0.0;0.0874;-4.908;0.0303;0.932;128.014
Star Wars Main Title and the Arrival at Naboo;['John Williams', 'London Symphony Orchestra'];46;False;Collaboration;2;69;1999-05-04;175773;5;1;4;0.524;0.127;0.369;0.905;0.165;-13.852;0.0392;0.192;79.541
Funk It Up (David's Song) - Special Disco Version;['Sweet'];8;False;Solo;1;79;2010-06-28;324093;9;0;4;0.00897;0.712;0.578;0.032;0.113;-11.103;0.0487;0.774;115.025
C'est La Vie - Live;['Keith Emerson', 'Greg Lake'];9;False;Collaboration;2;79;2014-07-14;360533;2;0;3;0.648;0.258;0.196;2.97e-06;0.742;-17.91;0.0355;0.521;71.727
Let's Clean Up the Ghetto (feat. The Philadelphia International All-Stars);['MFSB', 'The Philadelphia International All-Stars'];37;False;Collaboration;2;79;2018-11-02;519907;9;0;4;0.0654;0.816;0.755;0.00723;0.0456;-7.731;0.0296;0.949;122.043
Jet Airliner (Made Famous by Steve Miller Band);['The Rock Heroes'];1;False;Solo;1;79;2010-02-01;234146;5;1;4;0.0968;0.742;0.897;0.0;0.0851;-5.387;0.0312;0.888;123.032
Capture Your Heart - Karaoke Version in the Style of Blue Ft. Elton John;['B the Star'];0;False;Solo;1;79;2012-09-20;197068;2;1;4;0.00863;0.687;0.582;0.0013;0.115;-12.15;0.0275;0.789;126.984
Hold Back The Night - Live;['Graham Parker & The Rumour'];2;False;Solo;1;76;2016-09-30;184263;0;1;4;0.51;0.558;0.798;1.97e-05;0.645;-7.394;0.0599;0.637;135.247
Freddie - Original;"[""Charlene D'Angelo""]";2;False;Solo;1;79;2019-01-02;252029;0;1;4;0.918;0.463;0.246;0.0;0.0885;-17.864;0.0368;0.522;103.092
Sometimes I'm Happy;['Gene McDaniels'];0;False;Solo;1;78;2015-08-23;161240;10;1;4;0.833;0.301;0.265;0.0;0.472;-12.7;0.0278;0.22;95.654
Sam (Live);['Olivia Newton-John'];23;False;Solo;1;78;2015-03-03;310547;5;1;3;0.0868;0.348;0.548;1.67e-06;0.446;-9.204;0.0573;0.325;96.976
Long Time Coming Down;['The Olde Boston Tea Party'];0;False;Solo;1;79;2010-09-23;249260;7;1;4;0.262;0.703;0.569;0.000355;0.271;-9.562;0.0335;0.859;105.033
Kong - ipod edit;['Dickie Goodman'];1;False;Solo;1;78;2009-08-12;140933;1;1;4;0.918;0.622;0.464;0.0;0.341;-11.799;0.611;0.627;95.855
Ob-La-Di, Ob-La-Da - 2018 Mix;['The Beatles'];64;False;Solo;1;79;2018-11-09;188813;10;1;4;0.149;0.803;0.776;0.00471;0.222;-7.561;0.0333;0.969;113.193
It's A Long Way There - Album Version / 2002 Digital Remaster;['Little River Band'];45;False;Solo;1;79;2002-01-01;520880;5;1;4;0.0327;0.395;0.654;6.31e-05;0.134;-9.936;0.038;0.296;89.052
Anything You Want (John Valenti Cover);['Keishi Tanaka'];2;False;Solo;1;79;2016-05-11;288760;9;1;4;0.371;0.663;0.792;5.73e-05;0.0922;-6.181;0.0467;0.375;126.033
Don't Go Breaking My Heart - Elton John and Kiki Dee;['Players Since Creation'];23;False;Solo;1;79;2014-08-05;266813;10;1;4;0.119;0.677;0.694;1.3e-05;0.064;-12.008;0.0404;0.693;131.51
If Only I Could;['The Rowans'];1;False;Solo;1;78;2006-06-20;232320;4;0;4;0.686;0.498;0.521;0.0;0.0877;-12.787;0.0302;0.664;139.237
It's O.K. - Remastered;['The Beach Boys'];25;False;Solo;1;78;2012-01-01;132107;9;1;4;0.0922;0.626;0.572;2.17e-06;0.0872;-8.081;0.0326;0.886;120.148
Listen to the Buddha - Ambient Mix;['Ozo'];0;False;Solo;1;79;2015-10-23;295707;10;0;4;0.0017;0.532;0.674;0.714;0.216;-14.537;0.0411;0.72;181.087
Rhiannon (Will You Ever Win) - 2018 Remaster;['Fleetwood Mac'];50;False;Solo;1;78;2018-11-16;226773;9;0;4;0.365;0.684;0.638;0.0207;0.119;-9.025;0.0312;0.81;129.959
Sally - 2002 Digital Remaster/24 Bit Mastering;['Grand Funk Railroad'];21;False;Solo;1;79;2003-01-01;196867;9;1;4;0.354;0.527;0.942;2.5e-06;0.132;-3.801;0.0508;0.594;127.744
Uptown and Country - Live;['Tom Scott'];3;False;Solo;1;79;2011-02-19;554603;7;1;4;0.0962;0.702;0.543;0.807;0.925;-14.228;0.0359;0.812;112.79
Don't Cry Joni (Karaoke Version With Background Vocals) - Originally Performed By Conway Twitty & Joni Lee;['A-Type Player'];0;False;Solo;1;78;2014-02-28;280895;2;1;4;0.766;0.667;0.185;0.853;0.108;-20.348;0.0351;0.635;93.703
Every Beat of My Heart - New Disco Version;['Crown Heights Affair'];12;False;Solo;1;76;2015-02-22;345907;5;0;4;0.000153;0.552;0.914;0.789;0.13;-9.485;0.0538;0.947;127.658
Blue Guitar (Originally Performed By Justin Hayward & John Lodge) [Karaoke Version];['Paris Music'];0;False;Solo;1;79;2013-03-19;220714;5;1;3;0.0124;0.545;0.512;0.0801;0.0812;-8.17;0.0258;0.227;126.013
The Last Game of the Season (A Blind Man in the Bleachers) - Originally Performed By David Geddes;['B the Star'];1;False;Solo;1;79;2011-06-14;262792;9;1;4;0.168;0.524;0.572;0.0614;0.118;-11.687;0.0255;0.652;152.984
Soul Train '75;['Soul Train Gang'];6;False;Solo;1;71;1997-01-01;310827;0;1;4;0.0042;0.669;0.733;5.17e-05;0.228;-10.088;0.0327;0.841;129.698
Eighteen With a Bullet (Originally Performed By Pete Wingfield) [Karaoke Backing Track];['Paris Music'];0;False;Solo;1;79;2012-01-01;227373;8;1;3;0.0382;0.788;0.501;0.461;0.0948;-11.225;0.0304;0.892;114.007
This Will Be (An Everlasting Love);['Natalie Cole'];63;False;Solo;1;79;2003-01-01;171360;8;1;4;0.185;0.682;0.605;0.00326;0.0469;-10.771;0.0403;0.914;125.96
To Each His Own (That's My Philosophy);['Faith, Hope & Charity'];17;False;Solo;1;79;2014-01-01;319373;3;0;4;0.255;0.681;0.87;0.000112;0.0852;-8.525;0.0604;0.919;110.377
Dreaming a Dream - Goes Dancin' Mix;['Crown Heights Affair'];21;False;Solo;1;76;2015-02-22;421043;10;0;4;0.000184;0.525;0.554;0.0765;0.0563;-12.765;0.0513;0.542;122.185
Mr. Jaws - ipod edit;['Dickie Goodman'];9;False;Solo;1;78;2009-08-12;123960;9;0;4;0.854;0.648;0.651;0.0;0.103;-9.452;0.814;0.676;110.961
Minstrel in the Gallery - Steven Wilson Stereo Remix;['Jethro Tull'];34;False;Solo;1;76;2015-05-01;498653;11;0;3;0.0519;0.368;0.507;2.05e-06;0.0751;-12.139;0.0722;0.618;95.933
Fight the Power, Pts. 1 & 2 - Part 1;['The Isley Brothers'];17;False;Solo;1;79;2000-01-01;197827;11;0;4;0.0543;0.863;0.74;0.0026;0.0813;-8.285;0.235;0.901;125.282
Rockford Files-Remix;['Dominik Hauser', 'Tommy Morgan'];5;False;Collaboration;2;78;2012-02-04;151991;2;1;4;0.122;0.646;0.623;0.814;0.28;-9.177;0.0246;0.471;106.999
I'm On Fire - Remastered;['Dwight Twilley Band'];30;False;Solo;1;79;2011-01-01;199627;1;0;4;1.71e-05;0.597;0.706;0.0692;0.0673;-9.305;0.0282;0.817;123.277
Just Like Romeo & Juliet;['Sha Na Na'];10;False;Solo;1;58;2002-01-01;135837;3;1;4;0.168;0.749;0.738;4.6e-06;0.113;-11.538;0.0388;0.979;141.185
The Immigrant - Live;['Neil Sedaka'];7;False;Solo;1;77;2012-07-23;233133;7;0;4;0.918;0.415;0.533;0.000462;0.863;-8.017;0.0331;0.294;126.675
The Funky Gibbon (feat. Gibbons);['The Goodies'];18;False;Solo;1;79;2010-11-01;173388;10;0;4;0.0842;0.745;0.905;0.00019;0.208;-4.727;0.114;0.865;104.992
Swing Your Daddy (Originally Performed By Jim Gilstrap) [Karaoke Version];['Paris Music'];0;False;Solo;1;79;2013-03-19;182704;5;0;3;0.0068;0.667;0.457;0.000106;0.125;-6.602;0.0778;0.673;165.394
We May Never Love Like This Again (Originally Performed by Maureen Mcgovern) [Karaoke Version];['BFM Hits'];0;False;Solo;1;79;2013-03-15;133163;2;1;4;0.0414;0.446;0.399;0.0628;0.133;-12.771;0.0311;0.457;75.641
Costafine Town - Originally Performed By Splinter;['B the Star'];0;False;Solo;1;79;2011-11-15;198478;7;1;4;0.0836;0.64;0.522;0.875;0.113;-12.935;0.0399;0.613;126.997
Rock the Boat;['Hues Corporation'];53;False;Solo;1;79;2015-09-04;188747;3;1;4;0.0641;0.622;0.707;0.0;0.0638;-8.826;0.0717;0.725;107.352
Live It Up, Pts. 1 & 2 - Part 1;['The Isley Brothers'];7;False;Solo;1;79;2000-01-01;186600;7;0;4;0.0246;0.699;0.564;0.000175;0.501;-10.783;0.107;0.967;127.43
Who Do You Think You Are (BDH Reunion Re-Record);['Bo Donaldson & The Heywoods'];1;False;Solo;1;79;2019-01-18;209653;2;0;4;0.372;0.6;0.922;0.0;0.105;-4.564;0.086;0.557;130.058
The Moonlight Special;['Ray Stevens'];6;False;Solo;1;47;2014-04-22;317133;0;1;4;0.66;0.399;0.619;9.45e-05;0.358;-15.493;0.125;0.462;74.836
Be Thankful for What You Got (Pt. 1 & Pt. 2);['William DeVaughn'];57;False;Solo;1;76;2014-12-08;429372;1;0;4;0.413;0.791;0.42;0.116;0.111;-13.289;0.0832;0.84;93.225
What's Your Name - 1974, #92 Billboard Chart Hit;['Andy & David Williams'];1;False;Solo;1;47;2007-02-26;149267;3;1;3;0.499;0.562;0.66;0.0;0.248;-7.547;0.0327;0.83;115.183
Mr. President - iPod Edit;['Dickie Goodman'];0;False;Solo;1;78;2011-10-01;122600;0;1;3;0.969;0.706;0.456;0.0;0.167;-10.714;0.643;0.64;123.834
Daybreak - Single Version;['Harry Nilsson'];17;False;Solo;1;79;2017-10-20;186093;5;1;4;0.325;0.682;0.719;0.0;0.129;-11.303;0.0512;0.965;115.604
Mockingbird (Αs performed by Carly Simon & James Taylor);['Pop Music Workshop'];0;False;Solo;1;79;2016-11-08;232933;10;1;4;0.0221;0.735;0.426;0.616;0.108;-16.337;0.0795;0.627;112.009
Under The Influence Of Love - Alternate Version;['Love Unlimited'];18;False;Solo;1;75;2009-11-23;292400;7;0;4;0.0255;0.691;0.613;0.625;0.0206;-10.336;0.0481;0.838;101.572
Touch The Wind (Eres Tu) - (Remasterizado);['Mocedades'];11;False;Solo;1;69;2003-07-01;226400;2;1;4;0.177;0.291;0.73;0.0;0.24;-2.849;0.0407;0.547;160.666
Summer Breeze - (Tribute to The Isley Brothers);['Studio Allstars'];0;False;Solo;1;79;2009-07-20;243493;9;0;4;0.37;0.69;0.5;0.00718;0.102;-12.026;0.0294;0.726;145.042
I Miss You - Single Version;['The Dells'];13;False;Solo;1;79;1998-01-01;266333;11;0;4;0.491;0.652;0.493;0.00292;0.108;-11.747;0.034;0.788;104.47
Walk Like A Man (You Can Call Me Your Man);['Grand Funk Railroad'];33;False;Solo;1;79;2006-01-01;245107;2;1;4;0.000265;0.55;0.871;0.0484;0.249;-4.607;0.055;0.8;126.698
Flashback - Mono/Digitally Remastered 1997;['The 5th Dimension'];8;False;Solo;1;79;2011-03-15;219040;5;0;3;0.164;0.607;0.558;0.000233;0.0912;-11.009;0.0431;0.911;86.684
(I'd Know You) Anywhere - Single Version;['Ashford & Simpson'];3;False;Solo;1;77;2016-03-18;218845;9;1;4;0.305;0.438;0.455;0.0;0.293;-11.699;0.0339;0.637;107.133
This Is Your Song (Re-Mastered);['Don Goodwin'];9;False;Solo;1;79;2017-02-28;194769;4;1;4;0.518;0.565;0.57;1.44e-06;0.398;-8.803;0.0372;0.667;76.879
If I Were Only a Child Again - Remastered;['Curtis Mayfield'];15;False;Solo;1;78;2019-02-22;175351;11;1;4;0.411;0.774;0.761;0.000911;0.0575;-12.752;0.0585;0.777;119.727
Queen Of The Roller Derby - Live;['Leon Russell'];7;False;Solo;1;79;1997-01-01;113627;10;1;4;0.74;0.599;0.891;0.0;0.323;-11.855;0.0324;0.933;140.297
L.A. Freeway - Live In New York/1972;['Jerry Jeff Walker'];41;False;Solo;1;79;2001-01-01;285547;10;1;4;0.188;0.507;0.534;1.22e-06;0.102;-11.655;0.0347;0.812;120.167
Watergrate - iPod Edit;['Dickie Goodman'];1;False;Solo;1;78;2011-10-01;124806;5;1;4;0.907;0.671;0.398;0.0;0.21;-10.37;0.55;0.729;126.223
My Merry Go Round;['Johnny Nash'];7;False;Solo;1;79;2017-06-02;250627;7;1;4;0.0411;0.222;0.473;2.35e-06;0.203;-12.356;0.048;0.5;171.04
Brother's Gonna Work It Out - Mistasy Remix / Radio Edit;['Willie Hutch', 'Mistasy'];15;False;Collaboration;2;79;2016-05-20;219612;11;0;4;0.101;0.828;0.708;0.0422;0.119;-5.587;0.0506;0.671;108.506
I Think I Like You Girl;['Donovan Ultra'];0;False;Solo;1;79;2019-01-31;57073;0;1;4;0.313;0.821;0.237;0.515;0.0683;-14.504;0.037;0.721;95.982
Bad Weather - Single Version;['The Supremes'];31;False;Solo;1;79;2002-01-01;186493;11;0;4;0.122;0.581;0.841;0.0;0.25;-7.876;0.0571;0.664;106.893
California Saga (On My Way To Sunny Californ-i-a) - Remastered;['The Beach Boys'];22;False;Solo;1;78;2012-01-01;203387;7;1;4;0.41;0.462;0.636;0.0;0.103;-8.279;0.0583;0.574;115.015
One Man Band (Plays All Alone) - Single Version;['Ronnie Dyson'];7;False;Solo;1;79;2014-05-23;221507;5;1;4;0.38;0.384;0.631;5.93e-06;0.173;-10.598;0.0377;0.748;174.679
Everything's Been Changed - Digitally Remastered 1997;['The 5th Dimension'];9;False;Solo;1;79;2011-03-15;227667;0;0;4;0.891;0.461;0.287;2.19e-05;0.204;-11.596;0.0263;0.181;79.38
